NQUEST,TIPOI,QUEST,NQUESTP,STUPCF,STUMCF,STUPCO,STUMCO,CITPCF,CITMCF,CITPCO,CITMCO,VITGEN,NGEN,FIGLI,NFIGLI,PARNOIT,ANCONV,CONTINT,NCOMP
935401,1,1,,1,2,1,1,1,1,1,1,2,,1,1,,1977,2,3
935409,2,1,,2,2,,,1,1,,,2,,1,1,,,4,1
935415,2,1,,1,1,,,1,1,,,2,,2,,2,,2,1
935423,2,1,,2,1,,,1,1,,,2,,2,,2,,5,1
935431,1,1,,4,7,4,7,1,1,1,1,2,,1,2,,1964,1,2
935434,1,1,,4,2,3,3,1,1,1,1,2,,1,1,,1983,2,2
935443,2,1,,4,4,5,4,1,1,1,1,1,2,2,,,1993,3,3
935445,1,1,,3,3,3,3,1,1,1,1,1,4,2,,,1994,1,3
935449,1,1,,3,2,6,6,1,1,2,2,1,1,2,,,1992,3,4
935490,2,1,,4,4,4,7,1,1,1,1,1,4,2,,,2012,5,4
935558,2,1,,4,5,4,3,1,1,1,1,2,,2,,,1992,2,4
935579,1,1,,4,3,4,3,1,1,1,1,1,2,1,1,,1994,2,3
935587,2,1,,2,2,3,2,1,1,1,1,2,,2,,,1986,3,2
935594,2,1,,4,3,5,5,1,1,1,1,2,,2,,,1997,2,2
935636,1,1,,5,4,7,7,1,1,1,1,1,1,1,2,,1988,2,2
935638,2,1,,4,2,4,5,1,1,1,1,1,2,1,2,,1988,2,3
935643,1,1,,5,5,4,3,1,1,1,1,1,4,2,,,2007,4,3
935659,2,1,,4,3,,,1,1,,,2,,1,2,,,2,1
935666,1,1,,4,4,,,1,1,,,2,,2,,,,2,1
935676,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1970,4,2
935682,2,1,,2,2,1,1,1,1,1,1,2,,1,1,,1974,2,2
935683,1,1,,3,3,3,3,1,1,1,1,2,,1,2,,1974,2,2
935685,2,1,,4,4,4,4,1,1,1,1,2,,2,,,1975,4,2
935686,1,1,,5,4,5,4,1,1,1,1,2,,1,2,,1977,2,2
935693,1,1,,5,4,4,4,1,1,1,1,2,,1,1,,1972,1,2
935695,2,1,,5,4,4,4,1,1,1,1,2,,2,,,1979,3,3
935697,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
935702,1,1,,2,1,4,2,1,1,1,1,1,3,1,1,,1981,7,4
935705,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1987,3,2
935713,1,1,,5,3,,,1,1,,,2,,2,,,,3,1
935714,2,1,,5,7,3,3,1,1,1,1,1,2,2,,,1999,2,4
935716,2,1,,4,3,4,4,1,1,1,1,2,,2,,,1995,1,2
935729,2,1,,2,2,2,2,2,2,2,2,1,3,2,,,2004,4,4
935741,2,1,,5,4,5,4,1,1,1,1,1,3,2,,,2003,1,3
935746,2,1,,4,3,4,4,1,1,1,2,1,4,2,,,2000,2,4
935762,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1963,3,4
935808,2,1,,2,2,,,1,1,,,1,1,2,,,,2,3
935825,2,1,,2,2,7,7,2,2,1,1,1,2,1,2,,1998,5,4
935827,2,1,,2,2,3,2,1,1,1,1,1,1,1,1,,1980,2,2
935831,1,1,,5,4,3,3,1,1,1,1,1,2,1,2,,1985,2,2
935846,1,1,,2,2,,,1,1,,,2,,2,,2,,3,1
935850,2,1,,6,5,5,4,1,1,1,1,1,1,1,3,,1977,3,2
935852,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1979,2,2
935853,1,1,,5,4,,,1,1,,,2,,2,,2,,2,1
935862,2,1,,2,2,3,2,1,1,1,1,2,,1,1,,1960,3,2
935871,2,1,,4,3,7,7,1,1,1,1,1,4,2,,,2003,3,4
935877,2,1,,4,4,5,5,1,1,1,1,1,2,2,,,2007,2,4
935892,1,1,,3,3,,,1,1,,,1,1,2,,2,,3,1
935893,1,1,,3,3,3,3,1,1,1,1,2,,1,1,,1972,2,2
935905,1,1,,4,3,,,1,1,,,2,,1,1,2,,2,2
935906,1,1,,6,4,3,3,1,1,1,1,2,,1,1,,1978,3,3
935908,1,1,,3,3,,,1,1,,,2,,2,,,,2,1
935916,2,1,,4,4,,,1,1,,,2,,1,2,2,,2,1
935923,1,1,,4,3,5,3,1,1,1,1,2,,1,2,,1968,4,2
935927,1,1,,5,4,7,7,1,2,1,1,1,2,2,,,2003,3,5
935940,2,1,,2,3,4,4,1,1,1,1,1,3,2,,,2002,2,2
935941,2,1,,4,3,3,3,1,1,1,1,1,3,1,1,,2008,2,3
935943,2,1,,4,4,,,1,1,,,1,2,2,,2,,2,1
935944,1,1,,2,2,2,2,2,2,2,2,2,,1,2,,1996,2,2
935953,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1965,1,2
935960,2,1,,4,2,3,3,1,1,1,1,1,1,1,2,,1984,2,2
935987,2,1,,3,2,2,2,1,1,1,1,1,2,2,,,1997,3,4
935993,2,1,,2,2,2,2,1,1,1,1,2,,1,3,,1968,2,2
935994,2,1,,3,2,,,1,1,,,2,,1,1,,,2,3
935999,2,1,,3,3,2,2,1,1,1,1,2,,1,2,,1958,2,2
936001,2,1,,5,4,4,4,1,1,1,1,1,1,1,3,,1983,2,2
936004,2,1,,3,3,3,3,1,1,1,1,1,3,1,2,,1987,8,2
936011,2,1,,3,2,3,3,1,1,1,1,1,3,2,,,1996,3,4
936017,2,1,,4,3,,,1,1,,,2,,1,1,1,,2,3
936029,2,1,,4,4,3,3,1,1,1,1,2,,2,,,1995,2,4
936039,1,1,,6,4,5,6,1,1,1,1,1,4,2,,,2013,1,4
936048,1,1,,2,1,1,1,1,1,1,1,2,,1,2,,1959,2,2
936049,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1998,1,2
936059,1,1,,2,2,,,1,1,,,2,,2,,2,,2,2
936064,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
936071,2,1,,5,4,4,2,1,1,1,1,2,,1,1,,1972,2,2
936093,2,1,,4,4,5,4,1,1,1,1,1,2,2,,,2001,3,4
936100,2,1,,3,1,3,2,1,1,1,1,2,,2,,,2006,3,2
936118,2,1,,2,3,2,3,1,1,1,1,2,,1,2,,1970,3,2
936133,2,1,,4,3,4,3,1,1,1,1,1,2,2,,,1990,2,3
936150,1,1,,7,7,7,7,1,1,1,1,2,,2,,,1981,1,2
936153,1,1,,4,4,4,4,1,1,1,1,2,,2,,,1988,1,2
936161,2,1,,2,3,2,2,1,1,1,1,2,,2,,,1984,4,2
936227,2,1,,2,2,,,1,1,,,2,,1,1,,,2,1
936237,1,1,,7,7,7,7,1,1,1,1,3,,1,2,,1976,2,2
936247,2,1,,7,7,7,7,3,3,1,1,3,,1,2,,1965,2,2
936252,2,1,,7,7,7,7,2,2,1,1,2,,1,3,,1975,2,2
936253,2,1,,7,7,7,7,3,3,3,3,3,,1,1,,1975,2,3
936268,2,1,,7,7,7,7,1,1,1,1,2,,1,1,,1974,2,2
936272,2,1,,7,7,7,7,1,1,2,2,3,,2,,,1990,2,3
936278,1,1,,7,7,7,7,1,1,1,1,3,,1,2,,2013,2,3
936289,2,1,,7,7,,,1,1,,,3,,2,,2,,2,4
936316,2,1,,7,7,7,7,1,1,1,1,3,,2,,,2010,2,3
936359,2,1,,7,7,7,7,3,3,3,3,3,,2,,,1985,2,3
936370,2,1,,7,7,7,7,1,1,1,1,3,,2,,,1994,2,4
936406,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1980,1,2
936411,2,1,,7,7,7,7,1,1,1,1,2,,2,,,1994,2,3
936412,2,1,,7,7,7,7,1,1,1,1,2,,1,2,,1968,2,2
936424,2,1,,4,3,3,3,1,1,1,1,2,,2,,,1983,2,4
936426,2,1,,3,4,2,3,1,1,1,1,1,1,2,,,1989,2,4
936427,2,1,,3,4,,,1,1,,,1,2,2,,2,,3,4
936429,2,1,,2,2,3,4,1,1,1,1,1,3,2,,,2004,2,3
936436,2,1,,3,3,,,1,1,,,1,2,2,,2,,2,1
936453,1,1,,2,1,2,3,1,1,1,1,2,,1,3,,1974,2,2
936454,1,1,,3,2,,,1,1,,,1,1,2,,2,,3,1
936456,1,1,,2,2,,,1,1,,,2,,2,,,,1,3
936459,1,1,,3,3,2,2,1,1,1,1,1,1,2,,,1993,1,4
936465,2,1,,2,2,2,2,1,1,1,1,1,2,2,,,1989,2,4
936470,2,1,,1,2,3,2,1,1,1,1,2,,2,,,1968,2,2
936478,2,1,,2,2,3,3,1,1,1,1,2,,1,1,,1974,3,2
936483,2,1,,4,4,2,2,1,1,1,1,1,1,1,1,,1991,3,2
936513,2,1,,3,2,2,4,1,1,1,1,2,,2,,,2000,1,4
936619,1,1,,2,2,,,1,1,,,1,2,2,,2,,4,1
936624,1,1,,2,1,1,1,1,1,1,1,2,,2,,,1970,3,2
936635,1,1,,2,2,3,3,1,1,1,1,1,2,2,,,1988,4,4
936638,1,1,,3,2,5,5,2,2,2,2,1,2,2,,,1999,3,4
936649,1,1,,3,3,2,2,1,1,1,1,1,2,2,,,1984,4,4
936651,1,1,,5,5,5,5,1,1,1,1,1,2,2,,,1994,2,3
936656,1,1,,4,3,3,3,1,1,1,1,1,4,1,1,,1989,2,5
936657,1,1,,2,2,2,2,1,1,1,1,1,2,1,1,,2019,1,2
936660,1,1,,1,1,1,1,1,1,1,1,2,,1,2,,1971,1,2
936661,1,1,,4,3,2,2,1,1,1,1,2,,1,1,,1983,1,2
936664,1,1,,1,1,1,1,1,1,1,1,2,,1,4,,1975,2,2
936666,1,1,,4,2,2,2,1,1,1,1,1,2,2,,,1994,3,2
936667,1,1,,2,3,,,1,1,,,1,1,2,,2,,2,1
936668,1,1,,2,2,5,5,1,1,1,1,1,3,1,2,,2013,2,3
936671,1,1,,2,2,,,1,1,,,1,2,2,,2,,3,2
936678,2,1,,2,2,2,2,1,1,1,1,1,1,1,2,,1977,2,2
936682,1,1,,3,2,,,1,1,,,2,,2,,,,3,2
936683,1,1,,3,2,4,2,1,1,1,1,1,1,1,1,,1980,1,2
936684,1,1,,2,2,4,3,1,1,1,1,2,,2,,,1992,1,2
936688,1,1,,5,4,4,4,1,1,1,1,1,1,1,1,,1983,2,2
936689,2,1,,2,2,3,5,1,1,1,1,1,1,1,2,,1983,2,2
936691,2,1,,5,4,,,1,1,,,2,,2,,2,,2,3
936692,2,1,,2,2,2,3,1,1,1,1,2,,1,1,,1985,2,3
936693,1,1,,3,2,1,1,1,1,1,1,2,,1,2,,1985,1,2
936701,2,1,,5,5,4,4,1,1,1,1,2,,2,,,1992,2,6
936704,2,1,,2,3,3,3,1,1,1,1,1,4,1,1,,1993,2,3
936711,1,1,,3,3,,,1,1,,,1,1,2,,2,,1,1
936723,1,1,,3,3,3,3,1,1,1,1,1,2,2,,,1991,2,5
936739,1,1,,5,4,4,4,1,1,2,1,1,3,2,,,2012,2,3
936751,1,1,,2,1,,,1,1,,,2,,1,1,,,2,1
936754,1,1,,4,2,,,1,1,,,2,,1,2,,,2,3
936759,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1970,3,2
936762,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
936765,1,1,,2,2,4,2,1,1,1,1,2,,2,,,1995,6,2
936768,1,1,,2,2,5,4,1,1,1,1,2,,1,1,,1979,4,2
936773,1,1,,2,2,,,1,1,,,2,,1,2,,,3,1
936777,1,1,,5,5,,,1,1,,,2,,1,2,2,,4,1
936779,1,1,,7,2,,,1,1,,,2,,2,,2,,1,1
936783,1,1,,5,3,4,4,1,1,1,1,1,1,2,,,2009,2,4
936788,1,1,,2,2,,,1,1,,,2,,1,1,1,,4,4
936789,1,1,,3,4,,,1,1,,,2,,2,,2,,2,1
936792,1,1,,3,2,,,1,1,,,2,,2,,2,,2,1
936793,1,1,,2,1,2,2,1,1,1,1,2,,2,,,2016,1,3
936794,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1997,2,2
936796,1,1,,4,4,2,2,1,1,1,1,2,,2,,,1995,1,3
936799,2,1,,5,5,,,2,2,,,2,,2,,2,,2,1
936801,2,1,,5,5,5,4,1,1,1,1,1,1,2,,,1993,2,4
936803,1,1,,4,4,3,4,1,1,1,1,1,3,2,,,2000,1,3
936813,1,1,,5,5,5,5,1,1,1,1,2,,2,,,2018,1,2
936814,2,1,,2,2,4,3,1,1,1,1,2,,2,,,1992,2,2
936824,1,1,,4,4,5,4,1,1,1,1,2,,2,,,1988,2,5
936831,2,1,,2,2,2,2,1,1,2,2,1,2,1,4,,2003,2,2
936839,1,1,,4,3,4,3,1,1,1,1,1,3,1,1,,2011,1,2
936850,1,1,,2,2,4,3,1,1,1,1,2,,2,,,1989,2,4
936862,1,1,,3,4,4,5,1,1,1,1,1,4,2,,,2014,2,3
936872,1,1,,3,3,3,3,1,1,1,1,1,2,2,,,2000,5,4
936874,1,1,,2,3,,,1,1,,,1,2,2,,2,,4,2
936875,1,1,,4,3,2,2,1,1,2,2,1,3,2,,,2007,7,3
936912,2,1,,4,3,,,1,1,,,2,,2,,2,,3,1
936918,2,1,,2,3,2,3,1,1,1,1,2,,1,1,,1984,2,2
936942,2,1,,2,3,,,1,1,,,2,,1,2,,,2,1
936946,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1967,2,2
936956,2,1,,5,4,5,4,1,1,1,1,2,,1,2,,1969,2,2
936969,2,1,,4,3,4,2,1,1,1,1,2,,1,1,,1971,3,3
936975,1,1,,5,4,5,3,1,1,1,1,2,,1,1,,1972,1,2
936976,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1972,4,2
936993,2,1,,4,3,2,3,1,1,1,1,2,,1,2,,1975,2,2
936999,1,1,,5,4,,,1,1,,,2,,1,2,,,1,1
937000,2,1,,3,2,2,2,1,1,1,1,2,,1,1,,1976,2,2
937011,2,1,,5,5,4,5,1,1,1,1,1,1,1,2,,2001,2,2
937017,2,1,,3,3,2,3,1,1,1,1,2,,1,1,,1979,2,3
937018,1,1,,2,2,2,2,1,1,1,1,2,,1,4,,1979,3,3
937021,2,1,,4,3,,,1,1,,,2,,1,2,,,2,1
937024,2,1,,2,4,2,2,1,1,1,1,2,,1,1,,1985,2,3
937030,1,1,,5,2,3,3,1,1,1,1,2,,1,1,,1981,2,3
937034,1,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1981,3,2
937056,2,1,,5,5,,,1,1,,,2,,1,1,2,,2,3
937081,2,1,,5,3,4,3,1,1,1,1,1,1,1,1,,1986,2,3
937088,2,1,,3,4,5,4,1,1,1,1,2,,2,,,1987,2,2
937103,2,1,,4,4,4,4,1,1,1,1,2,,1,1,,1988,2,2
937120,2,1,,5,3,5,5,1,1,1,1,1,2,1,1,,1991,2,3
937125,2,1,,5,4,4,3,1,1,1,1,1,3,2,,,1992,2,5
937156,1,1,,4,4,,,1,1,,,1,1,1,1,2,,1,1
937158,2,1,,5,4,5,3,1,1,1,1,2,,1,3,,1977,2,2
937162,2,1,,5,4,7,7,1,1,1,1,2,,1,2,,1998,2,2
937173,1,1,,5,5,4,5,1,1,1,1,1,1,2,,,1994,1,4
937193,2,1,,5,5,5,4,1,1,1,1,1,4,2,,,1997,3,6
937194,2,1,,4,4,4,4,1,1,1,1,2,,1,2,,1979,2,2
937209,2,1,,4,4,3,4,1,1,1,1,1,3,2,,,2002,2,4
937211,2,1,,2,2,4,4,1,1,1,1,1,2,2,,,2000,2,3
937234,2,1,,5,4,4,4,1,1,1,1,1,1,2,,,2009,2,2
937249,1,1,,5,5,5,7,1,1,1,1,2,,2,,,1994,2,5
937266,2,1,,1,1,7,7,1,1,1,1,2,,1,1,,1971,3,2
937306,2,1,,4,4,5,5,1,1,1,1,1,2,2,,,2007,2,4
937326,2,1,,5,5,5,5,1,1,1,1,1,1,2,,,1999,2,5
937328,1,1,,4,4,5,3,1,1,1,1,2,,1,3,,1965,2,2
937332,1,1,,4,5,4,3,1,1,1,1,1,3,2,,,1999,1,2
937358,2,1,,5,5,3,3,1,1,1,1,1,4,2,,,2017,2,3
937362,2,1,,3,3,,,1,1,,,1,1,2,,2,,3,2
937371,2,1,,4,2,5,4,1,1,1,1,1,4,2,,,2006,2,3
937375,1,1,,5,4,3,3,1,1,1,1,2,,2,,,2001,2,2
937431,1,1,,5,4,3,4,1,1,1,1,2,,1,2,,1979,3,2
937437,1,1,,4,3,,,1,1,,,2,,2,,2,,2,2
937442,1,1,,2,2,,,1,1,,,2,,1,1,2,,2,1
937443,1,1,,2,2,,,2,2,,,1,2,1,2,1,,5,1
937455,1,1,,2,2,2,4,1,1,1,1,2,,2,,,1987,1,3
937460,1,1,,4,4,3,3,1,1,1,1,1,1,2,,,1998,2,4
937464,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1986,2,2
937469,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1980,1,2
937470,1,1,,2,2,,,1,1,,,2,,1,2,,,3,1
937475,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1987,3,2
937476,1,1,,2,2,,,1,1,,,2,,1,2,2,,2,1
937478,1,1,,2,2,2,2,1,1,1,1,1,2,2,,,1991,3,4
937480,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1995,1,2
937484,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1981,2,2
937485,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1996,3,4
937519,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1968,3,3
937521,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1989,3,3
937522,1,1,,2,2,,,1,1,,,2,,2,,2,,2,1
937530,1,1,,4,4,4,4,1,1,1,1,1,1,2,,,1989,1,3
937535,1,1,,3,3,2,2,1,1,1,1,2,,1,1,,1985,3,2
937542,1,1,,6,3,3,4,1,1,1,1,2,,1,1,,1987,1,3
937550,1,1,,2,2,,,1,1,,,2,,2,,2,,2,3
937559,2,1,,2,5,2,2,1,1,1,1,2,,1,3,,1983,4,2
937570,1,1,,4,4,3,3,1,1,1,1,2,,1,3,,1983,1,2
937585,1,1,,3,3,3,3,1,1,1,1,1,2,1,2,,1983,3,2
937588,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1963,5,2
937591,2,1,,2,2,,,1,1,,,2,,2,,,,2,1
937603,1,1,,4,3,,,1,1,,,2,,1,2,,,3,1
937608,1,1,,4,4,3,3,1,1,1,1,2,,2,,,1981,2,3
937612,1,1,,3,3,,,1,1,,,1,2,1,1,2,,3,1
937617,2,1,,3,2,,,1,1,,,2,,1,2,,,3,1
937630,1,1,,4,4,3,2,1,1,1,1,1,4,2,,,2006,2,4
937631,1,1,,2,3,,,1,1,,,2,,1,1,2,,3,1
937648,2,1,,5,5,,,1,1,,,1,1,2,,2,,4,1
937652,1,1,,2,2,,,1,1,,,2,,1,1,2,,3,1
937668,1,1,,4,4,,,1,1,,,1,2,2,,2,,3,1
937697,1,1,,4,3,,,1,1,,,1,2,2,,2,,6,3
937704,2,1,,1,1,1,1,2,2,2,2,1,2,2,,,2005,8,5
937725,1,1,,1,1,,,2,2,,,1,1,2,,2,,2,3
937729,1,1,,2,2,,,1,1,,,2,,1,5,,,3,1
937746,1,1,,5,4,5,4,1,1,1,1,2,,1,1,,1972,4,2
937774,2,1,,3,2,,,1,1,,,2,,2,,2,,3,1
937831,2,1,,3,3,4,4,1,1,1,1,2,,1,3,,1971,3,2
937835,1,1,,1,1,,,1,1,,,2,,2,,2,,1,2
937844,2,1,,1,1,,,1,1,,,2,,1,2,,,2,1
937845,1,1,,3,5,2,2,1,1,1,1,1,2,2,,,1999,1,4
937974,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1977,2,2
937981,1,1,,5,4,,,1,1,,,1,2,2,,2,,2,2
937989,1,1,,4,3,2,7,1,1,1,1,2,,1,2,,1981,1,2
937990,2,1,,2,2,3,2,1,1,1,1,1,1,1,1,,1995,6,3
937992,1,1,,4,4,3,2,1,1,1,1,2,,1,2,,1998,3,4
937994,1,1,,5,4,4,5,2,2,1,1,1,4,2,,,2004,2,3
937999,2,1,,5,4,,,1,1,,,1,2,2,,2,,6,1
938002,1,1,,2,2,,,2,2,,,2,,1,2,1,,2,1
938005,1,1,,3,3,4,4,1,1,1,1,2,,2,,,1975,3,3
938021,1,1,,2,2,2,2,1,1,1,1,1,1,2,,,1995,3,4
938024,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1969,2,2
938025,2,1,,1,1,1,1,1,1,1,1,2,,1,3,,1971,2,2
938026,1,1,,2,2,2,2,1,1,1,1,2,,2,,,1990,1,2
938029,1,1,,4,4,4,2,1,1,1,1,1,1,1,1,,1979,4,2
938031,2,1,,4,4,4,4,1,1,1,1,1,1,1,1,,1983,2,3
938046,1,1,,5,4,,,2,2,,,2,,1,2,,,1,1
938097,2,1,,3,3,4,3,1,1,1,1,1,4,2,,,2007,2,3
938104,1,1,,5,5,3,3,1,1,1,1,2,,1,2,,1974,4,2
938107,1,1,,5,4,5,3,1,1,1,1,1,1,1,1,,1984,2,2
938109,1,1,,5,3,3,3,1,1,1,1,1,2,2,,,2005,2,3
938110,1,1,,4,2,4,4,1,1,1,1,1,2,2,,,1995,4,2
938111,1,1,,1,1,,,1,1,,,2,,2,,2,,3,1
938112,1,1,,1,1,3,2,1,1,1,1,2,,1,1,,1967,2,3
938117,1,1,,4,4,3,3,1,1,1,1,1,3,2,,,2009,1,2
938181,2,1,,3,3,3,3,1,1,2,2,1,4,2,,,2004,3,3
938183,2,1,,3,3,3,3,1,1,1,1,1,2,2,,,1985,3,2
938185,2,1,,5,4,4,3,1,1,1,1,2,,1,2,,1974,2,2
938213,2,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1998,2,2
938242,1,1,,2,2,,,1,1,,,2,,1,1,,,1,1
938267,1,1,,2,2,,,1,1,,,2,,2,,2,,1,4
938292,1,1,,2,2,2,4,1,1,1,1,1,4,2,,,2015,2,6
938312,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1979,2,2
938321,1,1,,2,2,5,2,1,1,1,1,1,1,2,,,1997,3,4
938328,1,1,,4,4,3,3,1,1,1,1,2,,2,,,1996,8,2
938333,1,1,,4,4,4,4,1,1,1,1,1,4,2,,,2000,2,5
938341,1,1,,2,2,,,1,1,,,2,,1,1,2,,11,1
938362,1,1,,2,2,,,1,1,,,2,,1,1,2,,7,1
938373,1,1,,3,2,5,5,1,1,1,1,2,,1,3,,1968,2,2
938375,2,1,,5,4,,,1,1,,,2,,2,,2,,2,1
938439,1,1,,2,1,,,1,1,,,2,,2,,2,,4,1
938440,1,1,,2,3,2,4,1,1,1,1,1,4,2,,,2007,3,4
938443,1,1,,3,2,4,4,1,1,1,1,1,2,1,1,,1990,2,3
938457,1,1,,2,2,1,2,1,1,1,1,2,,1,5,,1963,2,2
938492,2,1,,5,4,,,1,1,,,2,,1,2,2,,2,2
938495,1,1,,5,5,5,4,1,1,1,1,2,,2,,,1975,2,2
938516,2,1,,5,5,5,4,1,1,1,1,2,,1,2,,1987,2,2
938542,2,1,,3,2,,,1,1,,,2,,1,2,,,2,1
938546,1,1,,5,4,4,2,1,1,1,1,2,,1,1,,1974,3,2
938553,1,1,,3,3,3,2,1,1,1,1,2,,1,2,,1980,1,2
938557,2,1,,4,4,5,4,1,1,1,1,2,,1,1,,1980,3,2
938562,1,1,,3,3,,,3,3,,,2,,1,2,,,1,1
938580,1,1,,2,2,,,1,1,,,1,1,1,2,2,,1,1
938583,2,1,,2,2,,,1,1,,,2,,2,,2,,3,2
938592,2,1,,7,7,5,4,1,1,1,1,2,,2,,,1996,3,2
938608,1,1,,3,2,,,1,1,,,1,1,2,,,,3,2
938647,1,1,,3,3,,,1,1,,,2,,2,,2,,1,1
938652,1,1,,4,3,3,2,1,1,2,2,1,2,1,1,,1994,4,2
938656,2,1,,4,4,3,3,1,1,1,1,1,1,2,,,1989,3,2
938657,1,1,,2,4,,,1,1,,,2,,2,,2,,1,1
938658,1,1,,3,3,2,3,2,2,2,2,1,2,2,,,1994,2,2
938668,2,1,,4,4,4,4,1,1,1,1,1,4,2,,,2006,2,4
938672,2,1,,5,4,5,4,1,1,1,1,1,4,2,,,2007,3,4
938673,2,1,,3,3,2,2,1,1,1,1,1,3,2,,,2000,3,4
938679,2,1,,3,2,4,3,1,1,1,1,1,4,2,,,2000,5,4
938687,2,1,,5,4,6,4,1,1,1,1,1,3,2,,,1993,3,5
938703,1,1,,4,4,,,1,1,,,2,,2,,,,5,1
938713,2,1,,4,5,,,1,1,,,1,2,2,,2,,3,1
938755,1,1,,3,3,3,3,1,1,1,1,1,3,2,,,2016,3,2
938766,2,1,,3,4,3,3,1,1,1,1,1,3,2,,,2013,3,3
938770,2,1,,3,2,,,1,1,,,2,,1,2,2,,3,1
938784,2,1,,2,2,,,1,1,,,1,2,2,,2,,3,2
938786,1,1,,3,3,,,2,2,,,2,,1,1,2,,3,1
938794,1,1,,5,5,,,1,1,,,2,,2,,2,,2,1
938795,2,1,,5,4,,,1,1,,,1,1,1,2,2,,2,1
938803,2,1,,5,5,,,1,1,,,1,1,2,,2,,3,1
938828,1,1,,5,5,,,1,1,,,2,,2,,2,,1,2
938833,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1974,2,2
938834,1,1,,2,2,,,1,1,,,2,,2,,2,,1,1
938839,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1977,3,2
938853,2,1,,2,2,4,2,1,1,1,1,2,,1,2,,1963,6,2
938865,2,1,,4,4,5,4,1,1,1,1,2,,1,2,,1982,2,2
938882,2,1,,2,3,2,2,1,1,1,1,2,,1,1,,1964,2,2
938888,2,1,,3,2,2,2,1,1,1,1,2,,2,,,1990,2,2
938920,1,1,,2,2,2,2,1,1,1,1,2,,1,1,,1968,2,2
938992,1,1,,2,2,,,1,1,,,2,,1,1,2,,1,1
938993,1,1,,3,4,3,3,1,1,1,1,1,3,2,,,2001,2,2
938996,1,1,,3,3,,,1,1,,,1,1,2,,2,,2,1
939031,2,1,,7,7,,,1,1,,,2,,1,2,2,,5,1
939035,2,1,,2,2,2,2,1,1,1,1,2,,2,,,1988,2,3
939041,2,1,,4,4,4,4,1,1,1,1,1,3,2,,,1991,2,3
939043,2,1,,2,2,2,2,1,1,1,1,2,,1,1,,1972,5,3
939051,1,1,,3,4,2,2,2,2,2,2,1,4,2,,,2012,1,2
939066,2,1,,5,3,,,1,1,,,2,,1,2,,,2,1
939071,2,1,,2,2,2,2,1,1,1,1,1,2,1,1,,1979,3,3
939088,1,1,,3,3,,,1,1,,,1,2,2,,2,,3,1
939109,1,1,,2,2,2,2,1,1,1,1,2,,1,2,,1964,2,2
939114,1,1,,3,2,1,1,1,1,1,1,2,,1,4,,1968,2,2
939119,1,1,,4,4,4,2,1,1,1,1,2,,2,,,1974,2,2
939139,2,1,,4,3,,,1,1,,,2,,1,2,2,,2,1
939149,1,1,,4,5,,,1,1,,,1,1,1,1,2,,1,1
939153,1,1,,3,3,5,3,1,1,1,1,2,,2,,,1988,2,4
939154,2,1,,3,3,4,4,1,1,1,1,1,1,2,,,1994,2,3
939156,2,1,,3,3,5,5,1,1,2,1,1,2,2,,,2008,3,3
939157,2,1,,3,2,1,1,1,1,1,1,1,4,2,,,2003,3,4
939161,1,1,,5,5,5,4,1,1,1,1,1,4,1,2,,2002,2,4
939168,1,1,,2,2,5,4,1,1,1,1,1,4,2,,,2004,3,5
939173,2,1,,3,3,3,3,1,1,1,1,2,,2,,,1990,3,2
939176,1,1,,3,4,5,5,1,1,1,1,1,2,2,,,2008,1,3
939177,1,1,,4,2,4,2,1,1,1,1,2,,1,2,,1967,2,2
939180,1,1,,4,4,1,1,1,1,1,1,2,,1,2,,1983,4,2
939181,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,,1984,2,3
939188,2,1,,5,4,,,1,1,,,1,2,2,,2,,2,2
