NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
924606,6350,0,0,0,350,0,0,0,350,0,0,0,0,350,350,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,1,1
924612,47823.141873,16000,16000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,8423.1418734,8400,0,8400,23.141873396,23.141873396,0,0,0,8,4
924619,24829.53967,0,0,0,19827,19540,19540,0,287,287,0,287,0,0,0,0,0,0,0,5002.5396702,5000,0,5000,2.5396701797,2.5396701797,0,0,0,5,3
924622,11405.744116,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,3605.7441159,3600,0,3600,5.7441158738,5.7441158738,0,0,0,1,1
924656,16455.932216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455.932216,16270,10000,6270,185.93221633,185.93221633,0,0,0,3,2
924676,7401.5494351,0,0,0,2400,0,0,0,2400,0,0,0,1200,1200,6200,5000,0,0,5000,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,1,1
924687,11300.772652,0,0,0,8400,0,0,0,8400,0,0,0,0,0,0,0,0,8400,500,2400.7726525,2400,0,2400,0.772652455,0.772652455,0,0,0,1,1
924701,7800,0,0,0,6000,0,0,0,6000,6000,0,6000,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,1,1
924706,5132.2600196,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,0,2000,0,0,3132.2600196,3000,0,3000,132.2600196,0,13.985198447,118.27482115,0,1,1
924708,14313.944916,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313.9449162,3300,0,3300,13.944916225,13.944916225,0,0,0,2,1
924710,24567.581924,0,0,0,11268,10668,10668,0,600,0,0,0,0,0,0,0,600,0,8000,5299.5819244,5250,0,5250,49.581924355,49.581924355,0,0,0,5,3
924756,51385.410553,0,0,0,45890,45890,45890,0,0,0,0,0,0,0,0,0,0,0,0,5495.4105526,5386.9500931,0,5386.9500931,108.46045953,108.46045953,0,0,0,9,5
924759,61519.406831,61000,60000,1000,-9200,0,0,0,-9200,0,0,0,0,-9200,0,9200,0,0,0,9719.406831,9600,0,9600,119.40683102,24.790962178,0,94.615868842,0,9,5
924793,38621.692092,24000,24000,0,1000,0,0,0,1000,1000,1000,0,0,0,0,0,0,0,0,13621.692092,13600,0,13600,21.692091905,21.692091905,0,0,0,7,4
924794,26489.73266,20777.310924,20777.31,0,722.68907563,0,0,0,722.68907563,722.68907563,722.68907563,0,0,0,0,0,0,0,0,4989.7326596,5100,0,5100,-110.2673404,37.186443267,0,67.866707025,215.32049072,5,3
924800,20600,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0,4,2
924836,16030.087573,0,0,0,13696,13696,13696,0,0,0,0,0,0,0,0,0,0,0,0,2334.087573,2300,0,2300,34.087572994,34.087572994,0,0,0,3,2
924840,14980.988703,0,0,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,0,0,30.988702722,0,0,0,30.988702722,30.988702722,0,0,0,2,1
924841,37235.637008,16000,16000,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,3035.6370081,3000,0,3000,35.63700813,35.63700813,0,0,0,7,4
924844,16696.483054,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,0,0,0,3046.4830541,3000,0,3000,46.483054083,46.483054083,0,0,0,3,2
924936,19946.483054,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,5646.4830541,5600,0,5600,46.483054083,46.483054083,0,0,0,3,2
924992,17923.241527,17900,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.241527042,0,0,0,23.241527042,23.241527042,0,0,0,3,2
925011,8806.1977405,5200,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606.1977405,3600,0,3600,6.1977405444,6.1977405444,0,0,0,1,1
925015,11055.494351,0,0,0,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,0,0,4815.4943514,4800,0,4800,15.494351361,15.494351361,0,0,0,1,1
925027,29696.483054,23650,23650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046.4830541,6000,0,6000,46.483054083,46.483054083,0,0,0,6,3
925029,63862.055834,57500,57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362.0558338,6000,0,6000,362.05583381,92.966108166,0,269.08972565,0,9,5
925068,11064.790962,0,0,0,7540,7540,7540,0,0,0,0,0,0,0,0,0,0,0,0,3524.7909622,3500,0,3500,24.790962178,24.790962178,0,0,0,1,1
925111,14472.203677,0,0,0,12600,12600,12600,0,0,0,0,0,0,0,0,0,0,0,0,1872.2036773,1800,0,1800,72.203677343,72.203677343,0,0,0,2,1
925112,9264.7909622,0,0,0,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,0,0,3024.7909622,3000,0,3000,24.790962178,24.790962178,0,0,0,1,1
925114,25711.55933,0,0,0,21200,21200,21200,0,0,0,0,0,0,0,0,0,0,0,0,4511.5593298,4400,0,4400,111.5593298,111.5593298,0,0,0,5,3
925115,38257.043786,26600,26600,0,6840,6240,6240,0,600,0,0,0,0,0,0,0,600,0,0,4817.0437865,4800,0,4800,17.043786497,17.043786497,0,0,0,7,4
925116,15430.988703,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,2430.9887027,2400,0,2400,30.988702722,30.988702722,0,0,0,2,1
925117,28500.347092,1100,1100,0,24200,21000,21000,0,3200,2000,0,2000,0,0,0,0,1200,0,0,3200.3470918,3000,0,3000,200.34709181,37.186443267,163.16064854,0,0,6,3
925118,21796.875787,0,0,0,19110,19110,19110,0,0,0,0,0,0,0,0,0,0,0,0,2686.8757869,2600,0,2600,86.87578688,49.581924355,37.293862524,0,0,4,2
925120,38730.988703,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,3630.9887027,3600,0,3600,30.988702722,30.988702722,0,0,0,7,4
925201,19000.336756,0,0,0,15400,15400,15400,0,0,0,0,0,0,0,0,0,0,0,0,3600.3367564,3600,0,3600,0.3367564005,0.3367564005,0,0,0,3,2
925204,130564.66971,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,10564.669711,10200,0,10200,364.66971122,206.96994969,0,157.69976153,0,10,5
925216,36010.413984,12000,12000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,8000,3010.4139842,3000,0,3000,10.413984231,10.413984231,0,0,0,7,4
925223,44604.161934,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604.1619343,9600,0,9600,4.1619342752,4.1619342752,0,0,0,8,4
925226,9801.5494351,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801.5494351,4800,0,4800,1.5494351361,1.5494351361,0,0,0,1,1
925229,29292.339755,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5892.3397546,6000,0,6000,-107.6602454,0,0,0,107.66024536,6,3
925246,70804.648305,16800,16800,0,33600,33600,33600,0,0,0,0,0,0,0,0,0,0,0,15000,5404.6483054,5400,0,5400,4.6483054083,4.6483054083,0,0,0,9,5
925250,10803.09887,0,0,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,2403.0988703,2400,0,2400,3.0988702722,3.0988702722,0,0,0,1,1
925281,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0,1,1
925284,26047.172116,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047.1721161,6000,0,6000,47.172116063,7.7471756805,0,39.424940383,0,5,3
925291,18600.619774,16800,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.6197741,1800,0,1800,0.6197740544,0.6197740544,0,0,0,3,2
925312,29803.09887,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,1803.0988703,1800,0,1800,3.0988702722,3.0988702722,0,0,0,6,3
925316,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0,1,1
925362,20638.309679,17200,17000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3438.3096792,3400,0,3400,38.30967923,19.137880364,19.171798866,0,0,4,2
925453,7600,0,0,0,5200,5200,5200,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0,1,1
925463,15609.296611,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,9.2966108166,0,0,0,9.2966108166,9.2966108166,0,0,0,2,1
925487,13808.343193,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208.3431932,4200,0,4200,8.343193164,8.343193164,0,0,0,2,1
925488,24451.734744,16000,16000,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,51.734744362,0,0,0,51.734744362,51.734744362,0,0,0,5,3
925491,7270.2353787,0,0,0,4260,4260,4260,0,0,0,0,0,0,0,0,0,0,0,0,3010.2353787,3000,0,3000,10.235378715,10.235378715,0,0,0,1,1
925496,9600,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,1,1
925502,22114.890539,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,14.89053898,0,0,0,14.89053898,14.89053898,0,0,0,4,2
925503,5860.3705081,0,0,0,4956,0,0,0,4956,0,0,0,0,0,0,0,0,4956,0,904.37050814,900,0,900,4.3705081432,4.3705081432,0,0,0,1,1
925508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
925510,19017.65717,0,0,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,0,7000,3617.6571696,3600,0,3600,17.657169572,17.657169572,0,0,0,3,2
925521,9748.6483054,0,0,0,6144,6144,6144,0,0,0,0,0,0,0,0,0,0,0,0,3604.6483054,3600,0,3600,4.6483054083,4.6483054083,0,0,0,1,1
925541,11311.391155,0,0,0,11280,11280,11280,0,0,0,0,0,0,0,0,0,0,0,0,31.391155033,0,0,0,31.391155033,31.391155033,0,0,0,1,1
925543,4809.2966108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809.2966108,4800,0,4800,9.2966108166,9.2966108166,0,0,0,1,1
925579,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3000,3000,0,3000,0,0,0,0,0,1,1
925752,33582.966108,0,0,0,25490,25490,25490,0,0,0,0,0,0,0,0,0,0,0,0,8092.9661082,8000,0,8000,92.966108166,92.966108166,0,0,0,6,3
925757,17676.151379,0,0,0,11570,11570,11570,0,0,0,0,0,0,0,0,0,0,0,0,6106.1513792,6000,0,6000,106.15137921,106.15137921,0,0,0,3,2
925759,15600,0,0,0,7800,0,0,0,7800,600,0,600,0,0,0,0,0,7200,0,7800,7800,0,7800,0,0,0,0,0,2,1
925772,49121.057421,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,0,0,0,4921.0574207,4800,0,4800,121.05742072,121.05742072,0,0,0,8,4
925781,38069.296611,11000,11000,0,16260,16260,16260,0,0,0,0,0,0,0,0,0,0,0,6000,4809.2966108,4800,0,4800,9.2966108166,9.2966108166,0,0,0,7,4
925868,63993.384184,20000,20000,0,37700,37700,37700,0,0,0,0,0,0,0,0,0,0,0,0,6293.3841838,6250,0,6250,43.384183811,43.384183811,0,0,0,9,5
925956,18630.988703,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,3030.9887027,3000,0,3000,30.988702722,30.988702722,0,0,0,3,2
926095,34363.887545,3500,3500,0,25200,25200,25200,0,0,0,0,0,0,0,0,0,0,0,0,5663.8875455,5600,0,5600,63.887545485,3.0988702722,0,75.861109564,15.072434351,7,4
926099,28600,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22600,22600,4800,17800,0,0,0,0,0,6,3
926101,47213.015255,20000,20000,0,22800,22800,22800,0,0,0,0,0,0,0,0,0,0,0,0,4413.0152551,4400,0,4400,13.015255143,13.015255143,0,0,0,8,4
926179,21603.09887,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6003.0988703,6000,0,6000,3.0988702722,3.0988702722,0,0,0,4,2
926184,9870,0,0,0,5070,3770,3770,0,1300,0,0,0,0,0,0,0,1300,0,0,4800,4800,0,4800,0,0,0,0,0,1,1
926224,18003.09887,9600,9600,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,2403.0988703,2400,0,2400,3.0988702722,3.0988702722,0,0,0,3,2
926269,4206.1977405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4206.1977405,4200,0,4200,6.1977405444,6.1977405444,0,0,0,1,1
926274,17311.408757,0,0,0,11908,11908,11908,0,0,0,0,0,0,0,0,0,0,0,0,5403.4087573,5400,0,5400,3.4087572994,3.4087572994,0,0,0,3,2
926276,12000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,2,1
926278,30737.186443,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,0,0,6037.1864433,6000,0,6000,37.186443267,37.186443267,0,0,0,6,3
926331,17830,0,0,0,11830,11830,11830,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,3,2
926401,14403.09887,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,2403.0988703,2400,0,2400,3.0988702722,3.0988702722,0,0,0,2,1
926421,19200,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0,3,2
926423,28297.010394,18000,18000,0,4500,0,0,0,4500,4500,0,4500,0,0,0,0,0,0,0,5797.0103936,6084,0,6084,-286.9896064,0.104381257,0,0,287.09398763,6,3
926448,46046.483054,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,0,10000,4846.4830541,4800,0,4800,46.483054083,46.483054083,0,0,0,8,4
926493,4206.1667518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4206.1667518,4200,0,4200,6.1667518417,6.1667518417,0,0,0,1,1
926503,18500,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,10500,0,10500,0,0,0,0,0,3,2
926585,21657.747176,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,0,0,5407.7471757,5400,0,5400,7.7471756805,7.7471756805,0,0,0,4,2
926645,49986.01951,3100,3100,0,40040,40040,40040,0,0,0,0,0,0,0,0,0,0,0,0,6846.0195098,6600,0,6600,246.01950978,55.7796649,0,190.23984488,0,8,4
926676,31330.988703,0,0,0,9900,9100,9100,0,800,800,0,800,0,0,0,0,0,0,16000,5430.9887027,5400,1200,4200,30.988702722,30.988702722,0,0,0,6,3
926719,43111.296611,18962,18200,762,20540,20540,20540,0,0,0,0,0,0,0,0,0,0,0,0,3609.2966108,3600,0,3600,9.2966108166,9.2966108166,0,0,0,8,4
926723,19237.583792,0,0,0,6400,4200,4200,0,2200,0,0,0,0,0,0,0,2200,0,0,12837.583792,12800,4300,8500,37.583791541,37.189542137,0,0.3942494038,0,3,2
926769,15610.846046,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.846045953,0,0,0,10.846045953,10.846045953,0,0,0,2,1
926849,31166.577164,20200,20000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10966.577164,10800,0,10800,166.5771638,49.469956779,0,117.10720703,0,6,3
926851,15903.020564,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,0,0,3553.0205641,3600,0,3600,-46.97943586,24.794061048,0,0,71.773496908,2,1
926856,25501.517832,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,3001.5178321,3000,0,3000,1.517832134,1.517832134,0,0,0,5,3
926857,14130,0,0,0,10530,10530,10530,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,2,1
926859,12700.619774,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,3600.6197741,3600,0,3600,0.6197740544,0.6197740544,0,0,0,2,1
926864,19850,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,3,2
926868,40010.846046,15000,15000,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,4210.846046,4200,0,4200,10.846045953,10.846045953,0,0,0,7,4
926870,12440,0,0,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,2,1
926901,21313.361406,0,0,0,14105,14105,14105,0,0,0,0,0,0,0,0,0,0,0,0,7208.3614061,7200,0,7200,8.361406098,8.361406098,0,0,0,4,2
926908,27546.114242,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,11946.114242,8400,0,8400,3546.1142416,0.2830355469,0,3545.8312061,0,5,3
926909,32621.294922,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,9221.2949218,9160,0,9160,61.294921818,61.294921818,0,0,0,6,3
926941,51040.894677,0,0,0,2900,0,0,0,2900,0,0,0,0,0,0,0,2900,0,42000,6140.8946767,6100,0,6100,40.894676741,40.894676741,0,0,0,9,5
926950,38550.014153,0,0,0,32700,32500,32500,0,200,200,0,200,0,0,0,0,0,0,0,5850.0141529,4800,0,4800,1050.0141529,149.01867572,0,900.99547714,0,7,4
926966,33271.015726,6300,6300,0,21684,21684,21684,0,0,0,0,0,0,0,0,0,0,0,0,5287.0157261,6000,0,6000,-712.9842739,4.7506952038,0,0,717.73496908,6,3
926972,20102.535047,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,8402.5350468,8400,0,8400,2.5350468307,2.5350468307,0,0,0,4,2
926973,40570.993528,30100,28600,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10470.993528,10780,1600,9180,-309.0064716,85.747761356,0,0,394.75423299,7,4
927002,41130.988703,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,6030.9887027,6000,0,6000,30.988702722,30.988702722,0,0,0,7,4
927023,52616.340288,46421.686747,46421.69,0,2178.313253,0,0,0,2178.313253,1178.313253,578.31325301,600,0,0,0,0,1000,0,0,4016.3402879,5750,0,5750,-1733.659712,24.790962178,0,0,1758.4506742,9,5
927056,44786.768368,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,9686.7683676,9600,0,9600,86.768367622,86.768367622,0,0,0,8,4
927092,36089.867238,43850,43000,850,-20000,0,0,0,-20000,0,0,0,0,-20000,0,20000,0,0,0,12239.867238,12150,0,12150,89.867237894,89.867237894,0,0,0,7,4
927097,50661.977405,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,0,0,0,6461.9774054,6400,0,6400,61.977405444,61.977405444,0,0,0,8,4
927108,54970.429159,18370.34,18370.34,0,19329.66,18200,18200,0,1129.66,1129.66,1129.66,0,0,0,0,0,0,0,5000,12270.429159,13000,1000,12000,-729.5708412,108.46045953,0,59.137410574,897.16871135,9,5
927111,41007.914246,35315.819821,35315.82,0,1684.1801785,0,0,0,1684.1801785,1184.1801785,684.18017852,500,0,0,0,0,500,0,0,4007.9142457,5400,0,5400,-1392.085754,43.384183811,0,0,1435.4699382,7,4
927117,58268.175146,36740.68,36740.68,0,2259.32,0,0,0,2259.32,2259.32,2259.32,0,0,0,0,0,0,0,0,19268.175146,19200,9600,9600,68.175145989,68.175145989,0,0,0,9,5
927127,31740.87573,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,5740.8757299,5400,0,5400,340.87572994,340.87572994,0,0,0,6,3
927128,37846.483054,15000,15000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,7246.4830541,7200,0,7200,46.483054083,46.483054083,0,0,0,7,4
927131,10042.479096,0,0,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,0,0,1202.4790962,1200,0,1200,2.4790962178,2.4790962178,0,0,0,1,1
927175,25130.827918,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,8230.8279184,8200,0,8200,30.827918374,30.827918374,0,0,0,5,3
927180,35630.988703,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8630.9887027,8600,0,8600,30.988702722,30.988702722,0,0,0,7,4
927183,36630.988703,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6630.9887027,6600,0,6600,30.988702722,30.988702722,0,0,0,7,4
927196,14700,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0,2,1
927250,16208.720255,7500,7500,0,4500,0,0,0,4500,4500,0,4500,0,0,0,0,0,0,0,4208.7202546,4200,0,4200,8.7202545824,8.7202545824,0,0,0,3,2
927356,41520.142657,20000,20000,0,12500,32500,32500,0,-20000,0,0,0,0,-20000,0,20000,0,0,0,9020.1426568,9000,0,9000,20.142656769,20.142656769,0,0,0,8,4
927362,37015.494351,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,0,0,8415.4943514,8400,0,8400,15.494351361,15.494351361,0,0,0,7,4
927373,32604.648305,32600,32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,0,0,0,6,3
927439,11660,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,1,1
927441,16637.186443,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,3637.1864433,3600,0,3600,37.186443267,37.186443267,0,0,0,3,2
927473,20821.484644,11666.666667,11666.67,0,1333.3333333,0,0,0,1333.3333333,1333.3333333,1333.3333333,0,0,0,0,0,0,0,0,7821.4846444,7800,0,7800,21.484644422,21.484644422,0,0,0,4,2
927532,7955.86328,0,0,0,6110,6110,6110,0,0,0,0,0,0,0,0,0,0,0,0,1845.86328,1800,0,1800,45.863280029,45.863280029,0,0,0,1,1
927537,27030.988703,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,3630.9887027,3600,0,3600,30.988702722,30.988702722,0,0,0,5,3
927621,27789.156229,0,0,0,5360,3360,3360,0,2000,0,0,0,0,0,0,0,2000,0,15000,7429.1562295,7200,0,7200,229.15622946,31.723996808,46.617328155,150.8149045,0,5,3
927631,24114.513207,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,6114.513207,6000,0,6000,114.51320703,114.51320703,0,0,0,5,3
927632,27903.263922,0,0,0,10560,10560,10560,0,0,0,0,0,0,0,0,0,0,0,10000,7343.2639221,7200,0,7200,143.26392209,143.26392209,0,0,0,5,3
927647,9471.270996,0,0,0,9444,9444,9444,0,0,0,0,0,0,0,0,0,0,0,0,27.270995995,0,0,0,27.270995995,27.270995995,0,0,0,1,1
927654,20419.277517,14400,14400,0,6000,1200,1200,0,4800,4800,4800,0,0,0,0,0,0,0,0,19.277516891,0,0,0,19.277516891,19.277516891,0,0,0,4,2
927669,11156.661411,5000,5000,0,2800,0,0,0,2800,2800,0,2800,0,0,0,0,0,0,0,3356.6614113,4200,0,4200,-843.3385887,0,0,0,843.33858867,1,1
927673,46122.971469,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,11022.971469,10500,4500,6000,522.97146935,6.1977405444,0,516.77372881,0,8,4
927679,45826.483054,0,0,0,39780,39780,39780,0,0,0,0,0,0,0,0,0,0,0,0,6046.4830541,6000,0,6000,46.483054083,46.483054083,0,0,0,8,4
927686,26273.024863,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,5473.0248625,5400,0,5400,73.024862505,3.0988702722,69.925992233,0,0,5,3
927687,46508.753969,0,0,0,23790,23790,23790,0,0,0,0,0,0,0,0,0,0,0,0,22718.753969,22100,11300,10800,618.75396936,15.494351361,0,603.259618,0,8,4
927693,38696.56079,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696.5607903,9600,0,9600,-4903.43921,30.988702722,0,0,4934.4279124,7,4
927696,20506.197741,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,4,2
927704,26015.494351,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,20000,4815.4943514,4800,0,4800,15.494351361,15.494351361,0,0,0,5,3
927709,28520.846046,0,0,0,24310,24310,24310,0,0,0,0,0,0,0,0,0,0,0,0,4210.846046,4200,0,4200,10.846045953,10.846045953,0,0,0,6,3
927716,25400,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,5,3
927721,19004.290645,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2906446052,0,0,0,4.2906446052,4.2906446052,0,0,0,3,2
927798,21692.966108,0,0,0,17400,17400,17400,0,0,0,0,0,0,0,0,0,0,0,0,4292.9661082,4200,0,4200,92.966108166,92.966108166,0,0,0,4,2
927802,26667.889832,18000,18000,0,3840,3640,3640,0,200,1200,1200,0,0,-1000,0,1000,0,0,0,4827.8898324,4800,0,4800,27.88983245,27.88983245,0,0,0,5,3
927805,27021.692092,0,0,0,10800,9600,9600,0,1200,0,0,0,0,0,0,0,1200,0,12000,4221.6920919,4200,0,4200,21.692091905,21.692091905,0,0,0,5,3
927814,59987.481651,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987.4816515,4800,0,4800,187.48165147,187.48165147,0,0,0,9,5
927836,8606.1977405,8600,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,1,1
927841,19809.296611,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,4209.2966108,4200,0,4200,9.2966108166,9.2966108166,0,0,0,3,2
927843,12226.197741,0,0,0,10920,10920,10920,0,0,0,0,0,0,0,0,0,0,0,0,1306.1977405,1300,0,1300,6.1977405444,6.1977405444,0,0,0,2,1
927844,23236.350292,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,3736.350292,3600,0,3600,136.35029198,136.35029198,0,0,0,4,2
927851,36915.494351,20000,20000,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,2615.4943514,2600,0,2600,15.494351361,15.494351361,0,0,0,7,4
927854,25721.692092,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,4921.6920919,4900,0,4900,21.692091905,21.692091905,0,0,0,5,3
927866,10547.296611,0,0,0,8138,8138,8138,0,0,0,0,0,0,0,0,0,0,0,0,2409.2966108,2400,0,2400,9.2966108166,9.2966108166,0,0,0,1,1
927880,913.94491622,0,0,0,900,0,0,0,900,0,0,0,0,0,0,0,900,0,0,13.944916225,0,0,0,13.944916225,13.944916225,0,0,0,1,1
927882,13498.46046,0,0,0,9490,9490,9490,0,0,0,0,0,0,0,0,0,0,0,0,4008.4604595,3900,0,3900,108.46045953,108.46045953,0,0,0,2,1
